record_id,damaging_comment,human_label
2844,'You've put on some weight. That's good',No
1641,Told to lose weight for a medical issue instead of providing treatment for the issue,Yes
2208,Positive comments for weight loss during major depression. Negative comments about weight gain.,Yes
1170,"I was almost forced by a therapist to go on medication when I shared that I was feeling depressed and upset (not permanent, just in certain times like a human being!)",No
4836,I was forced into treatment  on the verge of coming out as trans.  Inpatient could not adress my gender struggle and the psychiatrist i had 5 yrs ago inpatient told me I had to decide it I wanted to be a man or woman.     After that I had a queer therapist who auggested i see her colleague  and I was afraid bec she was a ci het woman.   She had little  knowledge on gender identity and tried to get me to go  inpatient at a womans program.  She also crossed a lot of  boundaries  and put me in a dangerous situation,No
3026,Pediatrician about nutrition and sharing weight when I was getting blind weights at the FBT eating disorder clinic,No
925,'you look healthy' 'it's just a control issue' 'this clearly isn't a medical issue',Yes
4469,Weight related- not at a 'low' enough wt/BMI,Yes
565,Told by my pediatrician that I am a pretty girl and I would be happier if I lost weight.,Yes
69,My old therapist said that my condition was so severe that she expected to read my obituary in the paper.,No
3569,"Now that my weight is low but relatively stable, I frequently find that my physicians have difficulty assessing me appropriately and they frequently comment on how 'good' it is when my blood pressure or heart rate are low because I 'must be exercising' (I'm not - BP and HR are low because I'm restricting). My weight seems 'good', often, and I get a lot of comments about how well I'm doing (again, must be the exercise) - even when I have been honest, the physicians are then dismissive because it's 'not that bad' because my weight isn't 'that low' now. It's really difficult to bounce back from these appointments and continue trying to do what I know I'm supposed to do.",Yes
2697,"My doctor would always tell me I'm a little overweight, and the year that I was successfully committed to a weight loss journey was in part triggered by his comment that 'everything in my chart looked good, but if I wanted it to really be perfect, I'd lose 5-10 pounds'",Yes
965,Once I started treatment I started doing blind weights.(backwards on the scale so I couldnt see the numbers &told them never to tell me what it was.) I had a psychiatrist who refused to let me do that &would ask me how I would treat a bulimic as a dr when I was seeing him for anorexia.,No
1867,Too many to mention many weight related lots of ignorance. Very triggering,Yes
4349,I was overweight,Yes
2441,Made by a therapist about having too much weight on my body and it's bad for me. That is damaging because I needed to move towards body acceptance for my recovery.,Yes
2260,Told I cannot have one because I am average weight and don't look like it,Yes
4712,Your weight is high,Yes
997,"A psychiatrist grabbed my arm and examined my self-harm scars and said, 'Wow, you obviously put a lot of time into this!' The same provider also said, 'Do you ever get bored of this anorexia and just eat some cake?'    I have been sutured without any numbing agents, intentionally, and was told this was because I had harmed myself, I deserved to be sutured without being numbed. I was then scolded for flinching in pain.    I have been strip searched in a psychiatric unit by a male (I am a woman), and when I protested was told I had no choice.    A psychiatrist asked me, 'If you're not underweight and you're not throwing up, what kind of eating disorder could you have?'    After commenting on the ED dx in my chart, a nurse at my PCP office weighed me and said, 'I wish I could be like you. At least you're thin!'    When seeing a wound specialist for self-harm, the physician shook his finger at me and said, 'You must never do this again. I have real patients to treat.'    When attending an ER for sutures for self-harm, the triage nurse rolled his eyes and said, 'Not your first rodeo, eh?'    Honestly, I could write a book. Nobody would want to read it though.",Yes
691,Why is your mom so fat and you are so skinny?,Yes
1500,weight is stable enough not to need treatment,Yes
3425,My general doctor told me that even though I was rapidly losing weight my bmi was still high.,Yes
2433,Primary care: that I'm a smart girl and because I'm smart I can get out of this if I try hard enough  By a practitioner on an inpatient general psychiatric unit: your eating disorder isn't a real issue. You just need to eat a cheese burger. You're  taking up a bed/space from someone who really needs it. He also used to call out and compare weights between me and the other eating disorder patient that was there,Yes
1548,"You don't look like you have an eating disorder, for someone whose had anorexia for 16 years you look great, you look like your doing better now, your weight is fine",Yes
264,"A dr told me I looked great, when in fact I was severely malnourished at 70 lbs, severely low vitals when I went for a visit when I was very sick in my eating disorder and unhealthy and very bad shape medically and it made me spiral even further into my eating habits because of his ignorant comment due to his lack of knowledge in handling eating disorder patients.",Yes
2829,"Weight loss focus from regular doctors, etc.",Yes
1212,Obgyn strongly advised me to lose weight during pregnancy felt responsible for my own preeclampsia,Yes
4160,About weight loss and for general comments from emergency room doctors nurses and also from my therapists,Yes
1554,comments regarding weight and stereotypes related to eating disorders,Yes
384,Weight loss/ weight shaming,Yes
3857,"When I asked not to be weighed at my PCP, when we were speaking he noticed my weight was missing and he said, 'that's alright you'll get back on a diet after the holidays right?' To which I swiftly informed him I will no longer be dieting because I'm in recovery for BED.",Yes
516,He made fun of the way my nose bled when I made myself purge and then laughed at the amount I ate.,No
1919,General practitioner said I was trying to lose weight to attract a partner,Yes
71,The same psychiatrist I mentioned who spoke about weight loss also told me 'all young girls go through an eating disorder'. I've also had doctors make comments about my weight during physical exams that made me uncomfortable.,Yes
4436,"above statement, plus I've had smaller comments like 'you don't look anorexic' from doctors",Yes
4126,In recovery I am at a higher weight than previously and my pcp insisted on weighing me for a physical and then tried discussing 'low carb diets' with me,Yes
867,"Was not familiar with specific behaviors, judgmental, inexperienced not knowledgeable and not a CEDS.. boundary issues, inappropriate things like making me eat in a session unexpectedly many times.. bad mouthed my psychiatrist who is a highly respected ED specialist known all over the US.. I could go on..",No
2508,"'If I looked like you, I wouldn't try to lose weight'  'I can teach a biology class just by showing your bones'   'You should just go home and eat chicken soup'",Yes
4019,You need to lose weight  You are just looking for attention,Yes
1154,"'I wish I weighed what you weighed.'  'I wish I had an exercise addiction like you'  'You don't look like you have an eating disorder'  'You look good, you must be better'",Yes
794,My therapist in residential treatment spent a lot of time avoiding helping me to vent out her own problems and ask intake questions for php. She cried in one of my sessions about her alcoholism and how her grandma always asks her to eat more pasta on Sundays for dinner and then comments on her weight.,Yes
4279,"when i was first diagnosed w anorexia, my weight was .2 pounds over the DSM's criteria",Yes
334,Learned behaviors in treatment,No
3042,Primary care providers and non-ED specialized psychologists,No
550,"Just constantly being told I'm 'overweight' when I have never had any health problems related to my weight other than my ED. It was every year at the doctor's for as long as I can remember, until I suddenly lost a bunch of weight to my ED.",Yes
3889,Being told I do not have an eating disorder if I am eating what I claim to be eating. I was told I was lying about my food intake; despite my husband (who cooks for me) confirming he witnessed me eat these food items.   The harassment that followed included the nutritionist guilt tripping me.,No
679,My eating disorder was no longer a concern after weight restoring,Yes
1055,"I have had medical doctors fail to respect my boundaries around discussing weight. Also, they have dismissed the physical symptoms of my disorder.",No
1549,Nothing is wrong with my weight so I do not need help,Yes
1966,"My psychiatrist told me, 'it seems like you're a thin person who wants to stay thin, and you're blessed in that way,' insinuating that thinness is a blessing and making a value judgment on the size of my body.",Yes
1310,"All the same stuff as from eating disorder professionals above, and despite knowledge of eating disorder diagnosis.  inappropriate comments about weight and body (both 'positive' and negative), nurses consistantly showing me my weight despite hospital policy and backwards scale use.",Yes
3291,"A doctor once told me he thought my ethnicity wasn't native Taiwanese (I was born in America but my parents are Taiwanese) because 'native Taiwanese women are very beautiful.' This was during a check-up, so he took my height and weight and was assessing my body during the appointment, so I associated the comment with my whole body. This happened when I was still in middle/high school and it still sticks with me.",No
839,"Primary care pediatrician recognized issue and communicated that it was a 'phase' to my parents for years.   Primary care doctor at Executive Health exam was very triggering in discussing concern for weight gain, suggested diet techniques, etc. after being aware of severe ED past.   Gastrointerologist very triggering and uninformed on EDs, recommended diet, weight restoration, etc.   NOTE: I could go on and on... I approximate at least 10 medical doctors have provided harmful, uninformed commentary when discussing eating or eating disorders with me, while aware of documented ED past",Yes
391,Was ridiculed by a pediatrician for (appropriately) gaining weight as a teenager,Yes
1902,"Was told to go on an extremely restrictive diet by a dermatologist, have received complimentary comments about my weight and body from other physicians and nurses",Yes
1972,'If you just eat healthy you won't gain weight'  Asking me to calculate how many steps I walk a day.  Telling me if I eat salt I will gain weight.,Yes
1171,How to lose more weight in recovery with a restrictive diet,Yes
249,"Disparaging comments related to my trauma, implied comments that I would not get better",No
1968,"Overarching comparisons to substance abuse without specialized care, invalidation of eating disorder based on weight/visible food intake, ignorant comments about how to help eating disorder, shaming of eating disorder behaviors, threats of consequences for eating disorder urges and behaviors",Yes
1681,See above ðŸ˜§,No
3137,"Told me how many pounds I needed to gain, just 'add more oil' to my pasta",No
2268,"During FBT I was told that as soon as I started eating more, my brain would be nourished and heal itself. In residential I was misdiagnosed with BN purely because of my weight. I also believe that in residential they simply did not worry about me as much as the other clients because I wasnt underweight.",Yes
1015,"Honestly, far too many to write here.  Here is a small sample (and many are by eating disorder professionals):     -'Don't you know it's not good to not eat?'  -'you just need to get some meat on your bones and find a boyfriend who likes fat girls.'  -'A spinal fracture, you've won the Olympics. Now all you have to do is die.'  -'Stupid psychotic kid.'  -'at least it's not cancer.'  -'Well you look fine.' (After telling a doctor I was restricting food, getting dizzy spells, fatigue, and chest pressure, but still at a normal-ish weight)  -'I wish I could do what you do for awhile. I have the opposite problem. I like food too much.' (Cue eye roll to the back of skull)  -'Your mouth isn't dry so I doubt you're dehydrated, and it's okay if you're not drinking water because there's plenty of water in coffee!'  -'Yes I've worked with eating disorders before but I normally help people lose weight. I myself lost 50 pounds!' (My response: 'That's great! Me too!' After questioning a nutritionist who told me it was okay that I'd cut my calorie level from 4200/day to 2500/day less than a week after treatment...spoiler alert, that's called relapse)  -'just eat small meals throughout the day' (or other nutrition advice, or 'just' anything really...as if we don't know what nutrition is. The problem isn't knowing, it's the ability to apply it to oneself and DO it).   -'Only a terrible person would do this to their family.'",Yes
2688,Being told I looked good/healthy when I was clinically underweight,Yes
4040,lots of comments about losing weight by providers even after treatment history was discussed,Yes
160,"Comments about my race, body, living arrangements, financial status.",No
1981,"I have constantly received body shaming from pretty much every medical provider I have ever seen. Once, when I told an endocrinologist that I had been purging multiple times a day, she told me 'At least it's working' (as I had lost weight). THis is just one example--I have thousands.",Yes
45,"Too many to list here. Almost every physician I have ever seen has encouraged me to lose weight,e ven when they knew about my eating disorder. I have been praised for purging up to five times a day because 'at least it's working' (ie I was losing weight) by an endocronologist. I have had doctors harangue me about my weight even while I sobbed and begged them to stop.",Yes
4396,Mainly dieting/restricting-encouraging remarks,Yes
1703,medical doctors are not sensitive to eating disorders or Anxiety/trauma for that fact. I am a dancer and most of my sports providers encourage the ED.,Yes
731,"I have had nurses/PAs at doctor's offices pressure me into getting weighed, refuse to let me step on the scale backwards, or announce my weight to me after I explained that I did no wish to know because of my ED history. The same individuals have made inappropriate comments about my weight, such as this is a 'good' weight. Nurses/Doctors/PAs and non-ED specialist mental health providers have remarked that I do not look like I have an eating disorder or that I look 'healthy'. I have on other occasions been told by doctors that I need to lose weight or cut out food groups without regard or sensitivity to my disclosed ED history.    I have been inpatient in an non-ed specific ward where I lost a significant amount of weight and I was able to heavily restrict and engage in ED behaviors unchecked. I was never asked about ED history or behaviors during that inpatient stay.",Yes
4851,"Not really. But when I lost too much weight to the point of losing my period and my hair falling out. No doctor told me too simply 'eat more'. One told me 30min of running or pilates a day was 'too much'. Another told me my bloodwork was fine so dont worry about it. Another told me, 'um maybe try taking vitamin b12?' - not a single one could tell me I need more fuel so that my body would stop shutting itself down. As soon as I was able to up my food intake, my body started kicking back into gear.",No
1726,'You don't look too thin',Yes
3017,"Previous therapist told me about her own eating disorder symptoms and how it physically manifested for her, along with how people around her reacted with concern.",No
1592,"Weight wasn't low enough , I didn't look like I had a eating disorder , I'm not doing that poorly , I'm wasting a bed",Yes
54,When I was younger (11-12 yrs old) my pediatrician told my mom that I needed to lose weight    I've had GI doctors not take as seriously my struggles because they blame my problems solely on my eating disorder.    I've had dentists look down on me for having an eating disorder because it's my own fault my teeth are bad     I've had hematologists say hurtful things about 'not looking sick with an eating disorder' when dealing with anemia.  And then told by them 'just eat right'     I've had orthopedists say my dance injuries are primarily because of my eating disorder,Yes
665,"Before i was considered officially anorexic because I was so underweight, I was told my extreme dietary restrictions were not a problem because my weight was high enough....    In my life, i've been clinically obese and anorexic. Currently, i'm 'bordering' anorexic. I'm more weight restored now obviously than I have been in the past so a lot of doctors label me as fine.",Yes
3793,I was not 'thin enough' to be diagnosed nor get treatment.,Yes
3092,Comments about being both underweight and overweight when I was in a normal weight range.,Yes
125,A psychiatrist telling me I should enjoy food because food is like good sex & I shouldn't be afraid to eat.,No
128,I was told at age 12 by my GP I was overweight and told I couldn't eat specific foods such as Nutella,Yes
3965,"Too many to list - 'You don't have a rape in your history, so you should be fine'",No
2106,My PCP claimed that I was recovered because my weight was higher after coming back from residential treatment even though I was no where near recovered.,Yes
2258,"'I don't know what I would do if I had to write down my food, I'd be embarrassed people see I eat donuts every day' ; 'there are good foods and bad foods' ; if you go gluten free you can get to your goal weight'",Yes
354,"Usually about how I was making it up or suggestions for healthier ways to lose weight, despite being clinically underweight",Yes
3800,So many I honestly don't even know where to begin.,No
3911,That a weight of 100 pounds at 5 feet did not meet the criteria for anorexia nervosa Even though I had just OD'd and nearly induced liver and kidney failure.,Yes
1742,"I have been told to continue with my 'healthy diet' (which was actually severe restriction) by my PCP, even after telling her about my eating disorder. I felt like she didn't take it seriously at all.",Yes
631,"Lots of fatphobic comments in many treatment centers and from various providers. Also, situations in which therapists have not been truly trauma informed.",Yes
970,"Comments on weight, gender identity, the nature/ driving factors of ED",Yes
2049,See above,No
2766,Doctors telling me to lose weight or asking me why I can't just be happy because I'm beautiful.,Yes
1517,pediatrician told me my bmi was perfect when I was in the depths of my eating disorder,Yes
3943,My whole life doctors have encouraged my eating disorder,Yes
3593,I had a (male) doctor tell me I would never recover without going on medication,No
3958,"'all women feel self-conscious about their bodies, thats normal'",No
3215,"weight comments when I specifically request to not have them be made (not in relation to health either , I could be at a healthy weight and the Dr would comment I had gained or lost x even though I said I don't want to be informed of that)",No
807,"I was in the ER after admitting to purging and one of the nurses made a comment that it was ok for me to lose some weight, but 'instead of throwing up, you should drink slim fast'....I was restricting like heck at the time also. I'd come in with no detectable BP but I was put on a psych hold and my BP wasn't addressed bc I was honest about why I was dizzy/dehydrated.     I've had GI doctors (I have severe motility disorder that eventually led to my colon being removed) tell me to take as much Mirilax as I wanted-even after I told them that I abused laxatives in my eating disorder and they can't just give me free reign like that. (I automatically switched doctors when a doctor didn't 'get' that, but in the early days it was HARD not to take that and run with their permission to use symptoms).",Yes
3510,"This has happened a lot but one instance that comes to mind was actually when I went to donate blood and asked not to be weighed and I mentioned I was in recovery from an eating disorder and the medical assistant checking me in goes 'oh well you look fine, don't worry about your weight'. Lots of things like that. Quite dismissive.",Yes
3719,Too fat. Going to blow up like a balloon. Will never get married unless I lost weight. 'You should have been a boy'. Non stop comments on my body and weight for my whole life from too many people till this day.,Yes
801,MD saying I don't look like I have ah ED and another saying they wished they had my self control. And a nurse asking me why I couldn't have lost the weight in a healthy way.,Yes
3638,Primary care physician commented that I was overweight. Another primary care physician commented that I should lose weight before I hit menopause (I was 44) and didn't understand why I gained 8 pounds the year before (during COVID lockdown),Yes
1553,That eating disorder patients are difficult to handle so at the time my therapist didn't want to admit I had one.     I was also laughed at for wanting a blind weight by a nurse recently.,No
1958,"Pediatrician weight comments, anti meds + pro 'gut health' therapy consult",Yes
3582,I was told that I am not sick enough to receive treatment and I should just eat and get my act together.,Yes
1622,'Just eat it'   'Put on your big girl pants',No
1573,Focusing on the symptoms vs the psychological roots of my struggle. Focusing on weight as goal. Running out clock on insurance benefits.,Yes
3997,My rheumatologist listed on my chart that I am overweight in her notes when it is in no way reflective of or important to my current diagnoses,Yes
3745,You don't look like you have an eating disorder. I wish I had a little body like yours when I was your age. Just eat food.,Yes
4244,"This may be tangential, but in preparing for top surgery my surgeon said that I was 'in great shape' and 'small which is very good' when talking about my BMI, so I suspect his fatphobia may interfere with treatment of clients who are not small-sized like me.  Doctors complimented my shape/size when I was actively struggling with symptoms from 15-20.",Yes
1407,I'm immature and don't want to be an adult,No
3515,One therapist that so was seeing told me how she needed to lose weight and was so thin it made me question my own body.,Yes
782,"Your fine you don't have a disorder you people like you don't get eating disorders, I think that after having your kids you just became overwhelmed with taking care of them, and just experiencing anxiety",No
2050,"Just well meaning, bit hurtful comments.",No
3338,It's just a matter of willpower,No
1789,Weight bias and fatphobia,Yes
1386,Told my orthorexic behaviors were healthy,Yes
3317,My primary care doctor told me I gained weight after I asked for a blind weight.,No
3031,General therapist - 'We (treatment team) won't let you get fat.'  Gynecologist- 'just try eating healthier and exercising more' after I had gained between 8-10lbs in a year  Any non-eating disorder provider always disclosed my weight no matter how many times I ask to not know and make sure it's written down in my chart that I have an eating disorder.,Yes
3459,"Many!   Diet advice, food recommendations, comments about my weight, guidance about how to lose weight, encouragement to body check, encouraged to print and post pictures of thinner self around to remind me, told Im lazy and not working hard enough",Yes
4760,"Insist on weighing you.  If you walk in with ANY type of issue, they blame your ED.",No
86,Just eat.  You look good.  Don't be so selfish.  I would love to look like you.  Many therapists abandoned me.,Yes
86,"You can walk in with a broken arm and they tell you th cause it's your anorexia!  An exaggeration to be sure, but not that far from the truth!!",No
667,PCP told me if I wasn't to look like her (fit and in shape) all I had to do was work out more and eat healthy,Yes
3782,"Primary Care Provider said that I was in an 'OK' place when I had lost a significant amount of weight in a short period of time. At the time, I did not know my weight, so I took this as a sign of health when I was anything but healthy.",Yes
175,They told me my weight when I specifically say I need to het weighed blind or they have told me to eat a certain way or eat certain things to get rid of the disorder.,No
1930,Non-ed specialists over the years think that it's a vanity issue and seem to think my weight is the sole indicator of how I am doing in life and recovery and make comments reflecting as such. They also don't understand why I have an eating disorder 'in the first place' because 'you're not fat',Yes
3528,Had a doctor tell me i was too heavy to have an eating disorder.,Yes
2465,"How can you starve yourself when xyz... if you want to kill yourself just do it, why prolong it with starving. You can't have anorexia because you're too big",Yes
3201,Do you eat?!,No
2523,Positive comments when being weighed at primary care doctor,No
2518,Pediatrician would tell my mother i was unhealthy and overweight,Yes
3319,In response to high cholesterol my PCP said 'watch the fat',Yes
1868,"Based on your BMI, you are eligible for bariatric surgery, have you considered this as an option? (After mentioning I was in an IOP program diagnosed previously as BED but only restrictive behaviors for 6+ months with no binge activity). What's your diet like? Based on your weight, you must not eat a lot of vegetables or healthy foods. (Followed by explaining I don't eat really and when I do it's not unhealthy foods)",Yes
439,A provider caused harm by not bringing attention to signs of malnourishment and disordered eating - eg. Long term amenorrhea.,No
225,General practitioner kept telling me to gain weight and just eat,No
705,I will be a burden on people if I continue these behaviors.   It is not healthy or OK to be overweight,Yes
2654,If you just loose the weight....,Yes
3304,"'I don't know how to help you' - my therapist.   When my pediatrician told me that my BMI was getting to the high side of the 'Normal' range, so I better be careful. I used that memory as fuel to remain super skinny during my eating disorder.",Yes
3171,'Your vitals are fine so it's not that bad'    'You don't look like you have an eating disorder',Yes
3277,She told me that I was too sick and she didn't know how to help me. I stopped going to therapy. Inpatient wasn't an option for me. I wouldn't have been able to survive without my paycheck.,No
114,Cardiologist told me to just eat a cheeseburger,No
1093,Too much to say,No
1350,Told I needed to lose weight,Yes
2655,Doctors making comments that my 'weight was fine' when I was beginning to struggle with restrictive behaviors,Yes
1610,"I have had endocrinologists recommend bypass for diabetes, saying I don't qualify because of my BMI but I do because of meds not controlling my blood sugar- but that it would help my weight issue anyway. I had one endocrinologist Google the calories in the food I was eating to show me I was eating enough- when I knew I wasn't.",Yes
4491,Told I needed to lose weight ages 12-16,Yes
1575,Comments about weight loss/gain when weighed in at primary care office.     And the aforementioned instance with the team physician.,Yes
3620,so-called 'compliments' on my body such as 'wow! you look so fit' when i was actively suffering and they did not know or care to check,Yes
3083,"Always discussing weight reduction as first option for health issues (GI doctor, PCP). Being told by a psychiatrist that weight gain from meds (SSRI) is a lack of personal will, not related to the meds.",Yes
2150,Fatphobia and invalidated feelings,Yes
2944,LOL PCP's suck! have been told I need to loose weight it is healthier with no questions about my daily nutrition or movement.,Yes
4240,Generally body/weight comments as a kid,Yes
732,Many doctors have asked why I was doing this and never treated any of the mental aspects of my eating disorder. The doctor was happy when I gained weight and upset if I didn't. One doctor in particular would never address me and would only talk to my mother like I wasn't even present.,No
3659,"You should watch what you are eating, your weight is too high",Yes
82,I have experienced many negative/unhelpful comments from non-ED providers about 'not being sick enough' or comments encouraging my ED behaviors due to my weight.,Yes
3984,Weight related comments in any form,Yes
1459,"A lack of knowledge among health care professionals in general, being told I'm not sick or have a problem because I am at a 'healthy' weight for my bmi range,",Yes
1723,"A few months ago I saw a covering PCP (mine was unavailable at the time) to get recommendations on my low weight. I was struggling more due to the pandemic. This PCP had no experience with eating disorders and treated me horribly. He asked to look at my teeth and pretty much assumed that I was making myself vomit. Which I have never done. At the conclusion of the appointment, he told me to add butter and meat to my diet. I felt belittled and put down for seeking help!",No
580,"My PCP has commented on my 'appetite improving' when I gained weight, said my BMI was not alarming enough for ED care, said it wasn't serious because blood work was normal. Suggested cutting sugar to improve mood.",Yes
474,I weight too much to have an eating disorder.,Yes
2547,"Gynecologist suggested recent weight gain was related to a med I was taking (abilify). I stopped the medicine cold turkey, which was dangerous and medically Unadvised but I was so upset about it potentially causing weight gain I didn't care",No
3429,I had Atypical Anorexia and had both doctors and school counselors tell me that i was 'not anorexic enough' for it to be considered serious. A couple of months later I began experiencing failure of some of my vital organs.,Yes
1164,"The extent that my pediatrician focused on BMI was extremely damaging as I grew up.  When I was actively in my eating disorder and very underweight, my older male doctor referred to my struggle as 'just a phase.'",Yes
3106,A licensed therapist assumed I had trouble with over eating due toy body size. A PCP had no understanding of eating disorder and made uneducated assumptions and comments. A nurse assumed my period was gone for other reasons outside of am ED.,Yes
2277,"I don't remember exactly because it was a long time ago, but a psychiatrist would often make me feel invalidated a lot by saying how other people were worse than me or I wasn't doing as bad as some other people, I think to try to make me feel better, but he must not understand eating disordered thinking and how that makes us feel like we need fo be worse. And when I was diagnosed with OSFED/EDNOS, he would compare it to AN and all that. I don't remember what else, but a fellow patient and I were talking and she had similar experiences. He overheard us talking about it, and when he called me in, he told me to 'remember that patient-doctor confidentiality goes both ways.' Which isn't true at all, so it was just very uncomfortable.",No
1910,"Constant reminders to lose weight even when all tests showed good health and concerns weren't weight related, encouragement of unhealthy eating and exercising practices, making a hasty and inaccurate diagnosis of diabetes based on weight and downplaying actual diagnosis of anemia in the process",Yes
4461,"Therapist would discuss healthy weight loss/dieting, and made me feel guilt over some of my behaviors",Yes
955,"My eating disorder treatment center referred me to an endocrinologist- my insurance covered a non-ED endo, who dismissed my ED and gave me diet advice instead.     Looking back, there were years of undereating and restriction and I frequently had low blood pressure, fainting spells, ended up in the ER but no one assessed my eating habits or ED history- I was usually overweight.",Yes
3718,See above.,No
612,"A provider once told me that I looked healthy, when I was at a very low weight.",Yes
1722,That it's my moms fault  That I'll never recover,No
2619,"Comments on weight during pregnancy and mocking me for asking not to say the number out loud, pcp telling me to just eat 1200 calls per day on a keto diet plus work out 90 minutes a day while also prescribing me phentermine",Yes
1100,That my weight was not low enough to need treatment. Also praise for my low blood pressure and heart rate,Yes
3664,Which time?   Lots of times it's a dismissive attitude or lack of interest.  I try not to dwell on comments people make about my size.,Yes
3464,"I once saw a therapist for depression and when I told her I thought I had an eating disorder, she said they weren't real and I wasn't thin enough.",Yes
139,Primary care doctor did not acknowledge it and did not add to my chart.    Dietician gave me caloric information for every food I ate,No
939,'You should stop what you're doing because you could develop an eating disorder' - what my doctor said to me because I wasn't underweight at the time I saw him despite having struggled for years prior.  'I would recommend trying keto' - my doctor  'You're very selfish for what you're doing' - my doctor when I eventually became underweight,Yes
3706,Gastroenterologist told me there was nothing wrong with me and that I should lose weight when coming in with complaints about eating patterns and feeling sick after every meal no matter the size,Yes
2719,My doctor congratulated me on my weight loss when I specifically was seeing her for a physical before starting renfrew. Another doctor once told me (again when I was in iop ) that if I lost enough weight I would no longer have an eating disorder cause  I wouldn't need to lose any more weight.,Yes
295,A non ED therapist (at my college) suggested that I remove the rice from my sushi in order to save calories. This was her suggestion after I told her I had an ED.,Yes
1103,Starving for attention; spoiled and don't know true starvation; waste of the system; go ahead and die just not in my office,No
3231,"As a kid, everything about BMI and getting praised for being underweight",Yes
1671,"At 9 y/o I was told me being underweight was setting a good example during the obesity crisis, told I can't have a mood disorder too and I'm just malnourished, been told I can't be trusted with my Dx, and when I hit a bmi over 20 (after a year stuck in the 12-14 range) in my recovery that it wouldn't hurt to relapse 'just a little', took 4 years to be diagnosed because I was 'too young' and 'just defiant, not ill'",Yes
2223,After I had gained weight I had a  primary care doctor say that my BMI was normal and I was cured of my ED. I was physically doing better bc of all the calories I was eating but mentally I was still a mess and harming myself in other ways. I've had other doctors dismiss my ED after gaining weight bc of my mood stabilizer but I was still in ED mode I was just stuck between Ana and Binge Eating.,Yes
2607,Gynecologist commented on 2 lb weight gain about a year after inpatient treatment and when I was well within normal BMI range,Yes
1507,The school therapist and a medical doctor have given me poorly worded advice that was either dismissive (oh we all indulge) or alarmist (maybe you need to be sent away).,No
138,I wish I could be anorexic for awhile to lose weight. Don't you get hungry I love food,Yes
975,My weight looked good because it was much higher - They noted that they wouldn't have believed it was me.,No
3121,"From age 12-18, when I saw primary care providers in my hometown, they didn't ever attempt to diagnose me with an eating disorder (even as I was at a very unhealthy weight several times, they had to give me a blood transfusion but never acknowledged it could be eating disorder/food related).",No
3433,"When I attempted to seek treatment as a teenager, I was turned away numerous times. I was a competitive dancer at the time, and despite passing our numbers times in school, it was dismissed by doctors as 'a phase.' At the time, I was 5'7 and well under a hundred pounds while participating in extreme dance training. As a result, I was in denial about having an eatting disorder for years, and it wasn't until I received an anxiety diagnosis and began undergoing regular therapy I realized the lingering tendencies.",Yes
460,"Sent to a cardiologist for potential heart problems due to bulimia. Doctor dismissed my bulimia diagnosis and prescribed weight loss without ordering any tests. Was hospitalized a month later.    Went to a pcp for medical evaluation during a relapse, was told I was fine because I wasn't underweight.     Was told to follow a strict, calorie restricted organic whole food diet by an RD the week after being released from partial hospitalization. Believed American cheese was literally 'poison' (her exact word) for another 6 years. Took months of collaboration between my current therapist and RD to break that fear.",Yes
760,I won't type it. It will make it a new running thought again that I can't control,No
4333,telling me i needed to lose weight at age of 10,Yes
219,"Before I came out about my ED, I was seeing a therapist at my university. He made a comment that bulimics love food yet they 'rot their teeth out'. You can imagine how I couldn't tell him that I struggled with purging after that.",No
2458,Mostly small comments and microaggressions that I can't clearly recall but which steered me away from disclosing eating disorder status or history to certain providers.,No
1805," I was told I was overweight by primary care doctors even when I was losing weight as a result of my eating disorder. I was also told to stop eating dairy because they claimed that it caused my acne. Primary care doctors also told me I needed to cut out 'processed foods,' eat less sugar and fat, and to not eat fast food because basically every food group was making me 'unhealthy.'",Yes
4783,My former family doctor said that I eat way too much and that I'm very large.,Yes
2467,'you look healthier'   have been told weight even though blind weights are specifically written in my chart  nurses have announced that i'm here for weight checks to the entire clinic office  'you're here a lot'   'you don't need to gain weight anymore',No
2782,Damaging comments about weight from primary care,Yes
4661,"Laughing and harassing when I refuse unnecessary weight taking, 'you dont look like you have an eating disorder', 'why don't you just eat?', 'is this because you want a boyfriend', telling me my weight when I specifically request not to be informed, recommending diet restrictions, misc. generalizing and dismissing, comments about body during tests etc etc",Yes
4353,Nutritionist told me that she didn't think I was 'sick enough' to warrant in patient help. Said my physical characteristics met criteria only in certain areas of my body so it wasn't 'that bad',Yes
2776,"'Well, you're weight doesn't seem to be abnormally low.'",Yes
1342,"After I lost weight, the doctor said 'whatever your doing, keep doing it!' I wasn't eating",Yes
3118,My pediatrician was originally one who told me I needed to watch my weight (I was around the 50th percentile). While in outpatient treatment the psychiatrist had minimal understanding of eating disorders and would make comments like why would I not just stop or call my mother into the bathroom with me.,Yes
4034,I have been told by psychiatrists and even therapists when I wasn't at my lowest weight that I didn't look sick. Those comments sent me into full relapse.,Yes
4854,Lack of understanding about eating disorders and how it manifests lead to triggering comments,No
4176,'You're that picky of an eater?' A nurse when I didnt eat a certain cereal.   'You're pants are really loose' He then proceeded to pull on my pant's waist band.,No
3312,fat and ugly,Yes
1932,'You're not big enough' for XYZ 'You're not small enough for ..' XYZ,Yes
